"data","url_lists","attendance","venue","year","win","lost","month","day","team","month_num","date"
"10. Apr 13, NYY (5-5) lost to BAL, 3-5","/boxes/NYA/NYA201304130.shtml",41851,"Venue: Yankee Stadium III",2013,0,1,"Apr",13,"Yankees",4,"04/13/2013"
"11. Apr 14, NYY (6-5) beat BAL, 3-0","/boxes/NYA/NYA201304140.shtml",34154,"Venue: Yankee Stadium III",2013,1,0,"Apr",14,"Yankees",4,"04/14/2013"
"12. Apr 16, NYY (7-5) beat ARI, 4-2","/boxes/NYA/NYA201304160.shtml",34107,"Venue: Yankee Stadium III",2013,1,0,"Apr",16,"Yankees",4,"04/16/2013"
"13. Apr 17, NYY (8-5) beat ARI, 4-3","/boxes/NYA/NYA201304170.shtml",34369,"Venue: Yankee Stadium III",2013,1,0,"Apr",17,"Yankees",4,"04/17/2013"
"14. Apr 18, NYY (8-6) lost to ARI, 2-6","/boxes/NYA/NYA201304180.shtml",36033,"Venue: Yankee Stadium III",2013,0,1,"Apr",18,"Yankees",4,"04/18/2013"
"21. Apr 25, NYY (12-9) beat TOR, 5-3","/boxes/NYA/NYA201304250.shtml",31445,"Venue: Yankee Stadium III",2013,1,0,"Apr",25,"Yankees",4,"04/25/2013"
"22. Apr 26, NYY (13-9) beat TOR, 6-4","/boxes/NYA/NYA201304260.shtml",36151,"Venue: Yankee Stadium III",2013,1,0,"Apr",26,"Yankees",4,"04/26/2013"
"23. Apr 27, NYY (14-9) beat TOR, 5-4","/boxes/NYA/NYA201304270.shtml",40258,"Venue: Yankee Stadium III",2013,1,0,"Apr",27,"Yankees",4,"04/27/2013"
"24. Apr 28, NYY (15-9) beat TOR, 3-2","/boxes/NYA/NYA201304280.shtml",36872,"Venue: Yankee Stadium III",2013,1,0,"Apr",28,"Yankees",4,"04/28/2013"
"25. Apr 29, NYY (15-10) lost to HOU, 1-9","/boxes/NYA/NYA201304290.shtml",34262,"Venue: Yankee Stadium III",2013,0,1,"Apr",29,"Yankees",4,"04/29/2013"
"26. Apr 30, NYY (16-10) beat HOU, 7-4","/boxes/NYA/NYA201304300.shtml",34301,"Venue: Yankee Stadium III",2013,1,0,"Apr",30,"Yankees",4,"04/30/2013"
"27. May 1, NYY (17-10) beat HOU, 5-4","/boxes/NYA/NYA201305010.shtml",34117,"Venue: Yankee Stadium III",2013,1,0,"May",1,"Yankees",5,"05/01/2013"
"28. May 3, NYY (17-11) lost to OAK, 0-2","/boxes/NYA/NYA201305030.shtml",38090,"Venue: Yankee Stadium III",2013,0,1,"May",3,"Yankees",5,"05/03/2013"
"29. May 4, NYY (18-11) beat OAK, 4-2","/boxes/NYA/NYA201305040.shtml",41349,"Venue: Yankee Stadium III",2013,1,0,"May",4,"Yankees",5,"05/04/2013"
"30. May 5, NYY (18-12) lost to OAK, 4-5","/boxes/NYA/NYA201305050.shtml",38134,"Venue: Yankee Stadium III",2013,0,1,"May",5,"Yankees",5,"05/05/2013"
"39. May 14, NYY (25-14) beat SEA, 4-3","/boxes/NYA/NYA201305140.shtml",41267,"Venue: Yankee Stadium III",2013,1,0,"May",14,"Yankees",5,"05/14/2013"
"40. May 15, NYY (25-15) lost to SEA, 2-12","/boxes/NYA/NYA201305150.shtml",34081,"Venue: Yankee Stadium III",2013,0,1,"May",15,"Yankees",5,"05/15/2013"
"41. May 16, NYY (25-16) lost to SEA, 2-3","/boxes/NYA/NYA201305160.shtml",35392,"Venue: Yankee Stadium III",2013,0,1,"May",16,"Yankees",5,"05/16/2013"
"42. May 17, NYY (26-16) beat TOR, 5-0","/boxes/NYA/NYA201305170.shtml",40008,"Venue: Yankee Stadium III",2013,1,0,"May",17,"Yankees",5,"05/17/2013"
"43. May 18, NYY (27-16) beat TOR, 7-2","/boxes/NYA/NYA201305180.shtml",45577,"Venue: Yankee Stadium III",2013,1,0,"May",18,"Yankees",5,"05/18/2013"
"52. May 29, NYY (30-22) lost to NYM, 4-9","/boxes/NYA/NYA201305290.shtml",43681,"Venue: Yankee Stadium III",2013,0,1,"May",29,"Yankees",5,"05/29/2013"
"53. May 30, NYY (30-23) lost to NYM, 1-3","/boxes/NYA/NYA201305300.shtml",44207,"Venue: Yankee Stadium III",2013,0,1,"May",30,"Yankees",5,"05/30/2013"
"54. May 31, NYY (31-23) beat BOS, 4-1","/boxes/NYA/NYA201305310.shtml",45141,"Venue: Yankee Stadium III",2013,1,0,"May",31,"Yankees",5,"05/31/2013"
"55. Jun 1, NYY (31-24) lost to BOS, 1-11","/boxes/NYA/NYA201306010.shtml",48784,"Venue: Yankee Stadium III",2013,0,1,"Jun",1,"Yankees",6,"06/01/2013"
"56. Jun 2, NYY (31-25) lost to BOS, 0-3","/boxes/NYA/NYA201306020.shtml",43613,"Venue: Yankee Stadium III",2013,0,1,"Jun",2,"Yankees",6,"06/02/2013"
"57. Jun 3, NYY (32-25) beat CLE, 7-4","/boxes/NYA/NYA201306030.shtml",40007,"Venue: Yankee Stadium III",2013,1,0,"Jun",3,"Yankees",6,"06/03/2013"
"58. Jun 4, NYY (33-25) beat CLE, 4-3","/boxes/NYA/NYA201306040.shtml",36208,"Venue: Yankee Stadium III",2013,1,0,"Jun",4,"Yankees",6,"06/04/2013"
"59. Jun 5, NYY (34-25) beat CLE, 6-4","/boxes/NYA/NYA201306050.shtml",42477,"Venue: Yankee Stadium III",2013,1,0,"Jun",5,"Yankees",6,"06/05/2013"
"70. Jun 19, NYY (39-31) beat LAD, 6-4","/boxes/NYA/NYA201306191.shtml",40604,"Venue: Yankee Stadium III",2013,1,0,"Jun",19,"Yankees",6,"06/19/2013"
"71. Jun 19, NYY (39-32) lost to LAD, 0-6","/boxes/NYA/NYA201306192.shtml",41320,"Venue: Yankee Stadium III",2013,0,1,"Jun",19,"Yankees",6,"06/19/2013"
"72. Jun 20, NYY (39-33) lost to TBR, 3-8","/boxes/NYA/NYA201306200.shtml",37649,"Venue: Yankee Stadium III",2013,0,1,"Jun",20,"Yankees",6,"06/20/2013"
"73. Jun 21, NYY (40-33) beat TBR, 6-2","/boxes/NYA/NYA201306210.shtml",41123,"Venue: Yankee Stadium III",2013,1,0,"Jun",21,"Yankees",6,"06/21/2013"
"74. Jun 22, NYY (41-33) beat TBR, 7-5","/boxes/NYA/NYA201306220.shtml",46013,"Venue: Yankee Stadium III",2013,1,0,"Jun",22,"Yankees",6,"06/22/2013"
"75. Jun 23, NYY (41-34) lost to TBR, 1-3","/boxes/NYA/NYA201306230.shtml",46054,"Venue: Yankee Stadium III",2013,0,1,"Jun",23,"Yankees",6,"06/23/2013"
"76. Jun 25, NYY (42-34) beat TEX, 4-3","/boxes/NYA/NYA201306250.shtml",41674,"Venue: Yankee Stadium III",2013,1,0,"Jun",25,"Yankees",6,"06/25/2013"
"77. Jun 26, NYY (42-35) lost to TEX, 5-8","/boxes/NYA/NYA201306260.shtml",38264,"Venue: Yankee Stadium III",2013,0,1,"Jun",26,"Yankees",6,"06/26/2013"
"78. Jun 27, NYY (42-36) lost to TEX, 0-2","/boxes/NYA/NYA201306270.shtml",42138,"Venue: Yankee Stadium III",2013,0,1,"Jun",27,"Yankees",6,"06/27/2013"
"86. Jul 5, NYY (47-39) beat BAL, 3-2","/boxes/NYA/NYA201307050.shtml",43396,"Venue: Yankee Stadium III",2013,1,0,"Jul",5,"Yankees",7,"07/05/2013"
"87. Jul 6, NYY (48-39) beat BAL, 5-4","/boxes/NYA/NYA201307060.shtml",42678,"Venue: Yankee Stadium III",2013,1,0,"Jul",6,"Yankees",7,"07/06/2013"
"88. Jul 7, NYY (48-40) lost to BAL, 1-2","/boxes/NYA/NYA201307070.shtml",40218,"Venue: Yankee Stadium III",2013,0,1,"Jul",7,"Yankees",7,"07/07/2013"
"89. Jul 8, NYY (48-41) lost to KCR, 1-5","/boxes/NYA/NYA201307080.shtml",35057,"Venue: Yankee Stadium III",2013,0,1,"Jul",8,"Yankees",7,"07/08/2013"
"90. Jul 9, NYY (48-42) lost to KCR, 1-3","/boxes/NYA/NYA201307090.shtml",35797,"Venue: Yankee Stadium III",2013,0,1,"Jul",9,"Yankees",7,"07/09/2013"
"91. Jul 10, NYY (49-42) beat KCR, 8-1","/boxes/NYA/NYA201307100.shtml",35781,"Venue: Yankee Stadium III",2013,1,0,"Jul",10,"Yankees",7,"07/10/2013"
"92. Jul 11, NYY (50-42) beat KCR, 8-4","/boxes/NYA/NYA201307110.shtml",40381,"Venue: Yankee Stadium III",2013,1,0,"Jul",11,"Yankees",7,"07/11/2013"
"93. Jul 12, NYY (51-42) beat MIN, 2-0","/boxes/NYA/NYA201307120.shtml",40247,"Venue: Yankee Stadium III",2013,1,0,"Jul",12,"Yankees",7,"07/12/2013"
"94. Jul 13, NYY (51-43) lost to MIN, 1-4","/boxes/NYA/NYA201307130.shtml",40301,"Venue: Yankee Stadium III",2013,0,1,"Jul",13,"Yankees",7,"07/13/2013"
"95. Jul 14, NYY (51-44) lost to MIN, 4-10","/boxes/NYA/NYA201307140.shtml",43131,"Venue: Yankee Stadium III",2013,0,1,"Jul",14,"Yankees",7,"07/14/2013"
"103. Jul 26, NYY (54-49) lost to TBR, 6-10","/boxes/NYA/NYA201307260.shtml",44486,"Venue: Yankee Stadium III",2013,0,1,"Jul",26,"Yankees",7,"07/26/2013"
"104. Jul 27, NYY (54-50) lost to TBR, 0-1","/boxes/NYA/NYA201307270.shtml",43424,"Venue: Yankee Stadium III",2013,0,1,"Jul",27,"Yankees",7,"07/27/2013"
"105. Jul 28, NYY (55-50) beat TBR, 6-5","/boxes/NYA/NYA201307280.shtml",47714,"Venue: Yankee Stadium III",2013,1,0,"Jul",28,"Yankees",7,"07/28/2013"
"114. Aug 9, NYY (58-56) beat DET, 4-3","/boxes/NYA/NYA201308090.shtml",46545,"Venue: Yankee Stadium III",2013,1,0,"Aug",9,"Yankees",8,"08/09/2013"
"115. Aug 10, NYY (58-57) lost to DET, 3-9","/boxes/NYA/NYA201308100.shtml",45728,"Venue: Yankee Stadium III",2013,0,1,"Aug",10,"Yankees",8,"08/10/2013"
"116. Aug 11, NYY (59-57) beat DET, 5-4","/boxes/NYA/NYA201308110.shtml",42439,"Venue: Yankee Stadium III",2013,1,0,"Aug",11,"Yankees",8,"08/11/2013"
"117. Aug 12, NYY (60-57) beat LAA, 2-1","/boxes/NYA/NYA201308120.shtml",37146,"Venue: Yankee Stadium III",2013,1,0,"Aug",12,"Yankees",8,"08/12/2013"
"118. Aug 13, NYY (61-57) beat LAA, 14-7","/boxes/NYA/NYA201308130.shtml",35013,"Venue: Yankee Stadium III",2013,1,0,"Aug",13,"Yankees",8,"08/13/2013"
"119. Aug 14, NYY (62-57) beat LAA, 11-3","/boxes/NYA/NYA201308140.shtml",38379,"Venue: Yankee Stadium III",2013,1,0,"Aug",14,"Yankees",8,"08/14/2013"
"120. Aug 15, NYY (62-58) lost to LAA, 4-8","/boxes/NYA/NYA201308150.shtml",44682,"Venue: Yankee Stadium III",2013,0,1,"Aug",15,"Yankees",8,"08/15/2013"
"124. Aug 20, NYY (65-59) beat TOR, 8-4","/boxes/NYA/NYA201308201.shtml",40248,"Venue: Yankee Stadium III",2013,1,0,"Aug",20,"Yankees",8,"08/20/2013"
"125. Aug 20, NYY (66-59) beat TOR, 3-2","/boxes/NYA/NYA201308202.shtml",37190,"Venue: Yankee Stadium III",2013,1,0,"Aug",20,"Yankees",8,"08/20/2013"
"126. Aug 21, NYY (67-59) beat TOR, 4-2","/boxes/NYA/NYA201308210.shtml",36140,"Venue: Yankee Stadium III",2013,1,0,"Aug",21,"Yankees",8,"08/21/2013"
"127. Aug 22, NYY (68-59) beat TOR, 5-3","/boxes/NYA/NYA201308220.shtml",40116,"Venue: Yankee Stadium III",2013,1,0,"Aug",22,"Yankees",8,"08/22/2013"
"134. Aug 30, NYY (71-63) beat BAL, 8-5","/boxes/NYA/NYA201308300.shtml",45169,"Venue: Yankee Stadium III",2013,1,0,"Aug",30,"Yankees",8,"08/30/2013"
"135. Aug 31, NYY (72-63) beat BAL, 2-0","/boxes/NYA/NYA201308310.shtml",42836,"Venue: Yankee Stadium III",2013,1,0,"Aug",31,"Yankees",8,"08/31/2013"
"136. Sep 1, NYY (72-64) lost to BAL, 3-7","/boxes/NYA/NYA201309010.shtml",40361,"Venue: Yankee Stadium III",2013,0,1,"Sep",1,"Yankees",9,"09/01/2013"
"137. Sep 2, NYY (73-64) beat CHW, 9-1","/boxes/NYA/NYA201309020.shtml",40125,"Venue: Yankee Stadium III",2013,1,0,"Sep",2,"Yankees",9,"09/02/2013"
"138. Sep 3, NYY (74-64) beat CHW, 6-4","/boxes/NYA/NYA201309030.shtml",33215,"Venue: Yankee Stadium III",2013,1,0,"Sep",3,"Yankees",9,"09/03/2013"
"139. Sep 4, NYY (75-64) beat CHW, 6-5","/boxes/NYA/NYA201309040.shtml",36082,"Venue: Yankee Stadium III",2013,1,0,"Sep",4,"Yankees",9,"09/04/2013"
"140. Sep 5, NYY (75-65) lost to BOS, 8-9","/boxes/NYA/NYA201309050.shtml",40481,"Venue: Yankee Stadium III",2013,0,1,"Sep",5,"Yankees",9,"09/05/2013"
"141. Sep 6, NYY (75-66) lost to BOS, 8-12","/boxes/NYA/NYA201309060.shtml",44117,"Venue: Yankee Stadium III",2013,0,1,"Sep",6,"Yankees",9,"09/06/2013"
"142. Sep 7, NYY (75-67) lost to BOS, 9-13","/boxes/NYA/NYA201309070.shtml",49046,"Venue: Yankee Stadium III",2013,0,1,"Sep",7,"Yankees",9,"09/07/2013"
"143. Sep 8, NYY (76-67) beat BOS, 4-3","/boxes/NYA/NYA201309080.shtml",43078,"Venue: Yankee Stadium III",2013,1,0,"Sep",8,"Yankees",9,"09/08/2013"
"154. Sep 20, NYY (81-73) beat SFG, 5-1","/boxes/NYA/NYA201309200.shtml",41734,"Venue: Yankee Stadium III",2013,1,0,"Sep",20,"Yankees",9,"09/20/2013"
"155. Sep 21, NYY (82-73) beat SFG, 6-0","/boxes/NYA/NYA201309210.shtml",42420,"Venue: Yankee Stadium III",2013,1,0,"Sep",21,"Yankees",9,"09/21/2013"
"156. Sep 22, NYY (82-74) lost to SFG, 1-2","/boxes/NYA/NYA201309220.shtml",49197,"Venue: Yankee Stadium III",2013,0,1,"Sep",22,"Yankees",9,"09/22/2013"
"157. Sep 24, NYY (82-75) lost to TBR, 0-7","/boxes/NYA/NYA201309240.shtml",43407,"Venue: Yankee Stadium III",2013,0,1,"Sep",24,"Yankees",9,"09/24/2013"
"158. Sep 25, NYY (82-76) lost to TBR, 3-8","/boxes/NYA/NYA201309250.shtml",37260,"Venue: Yankee Stadium III",2013,0,1,"Sep",25,"Yankees",9,"09/25/2013"
"159. Sep 26, NYY (82-77) lost to TBR, 0-4","/boxes/NYA/NYA201309260.shtml",48675,"Venue: Yankee Stadium III",2013,0,1,"Sep",26,"Yankees",9,"09/26/2013"
"7. Apr 7, NYY (4-3) beat BAL, 4-2","/boxes/NYA/NYA201404070.shtml",48142,"Venue: Yankee Stadium III",2014,1,0,"Apr",7,"Yankees",4,"04/07/2014"
"8. Apr 8, NYY (4-4) lost to BAL, 5-14","/boxes/NYA/NYA201404080.shtml",35864,"Venue: Yankee Stadium III",2014,0,1,"Apr",8,"Yankees",4,"04/08/2014"
"9. Apr 9, NYY (4-5) lost to BAL, 4-5","/boxes/NYA/NYA201404090.shtml",39412,"Venue: Yankee Stadium III",2014,0,1,"Apr",9,"Yankees",4,"04/09/2014"
"10. Apr 10, NYY (5-5) beat BOS, 4-1","/boxes/NYA/NYA201404100.shtml",42821,"Venue: Yankee Stadium III",2014,1,0,"Apr",10,"Yankees",4,"04/10/2014"
"11. Apr 11, NYY (5-6) lost to BOS, 2-4","/boxes/NYA/NYA201404110.shtml",44121,"Venue: Yankee Stadium III",2014,0,1,"Apr",11,"Yankees",4,"04/11/2014"
"12. Apr 12, NYY (6-6) beat BOS, 7-4","/boxes/NYA/NYA201404120.shtml",48572,"Venue: Yankee Stadium III",2014,1,0,"Apr",12,"Yankees",4,"04/12/2014"
"13. Apr 13, NYY (7-6) beat BOS, 3-2","/boxes/NYA/NYA201404130.shtml",46081,"Venue: Yankee Stadium III",2014,1,0,"Apr",13,"Yankees",4,"04/13/2014"
"14. Apr 16, NYY (8-6) beat CHC, 3-0","/boxes/NYA/NYA201404161.shtml",36569,"Venue: Yankee Stadium III",2014,1,0,"Apr",16,"Yankees",4,"04/16/2014"
"15. Apr 16, NYY (9-6) beat CHC, 2-0","/boxes/NYA/NYA201404162.shtml",40073,"Venue: Yankee Stadium III",2014,1,0,"Apr",16,"Yankees",4,"04/16/2014"
"23. Apr 25, NYY (13-10) lost to LAA, 1-13","/boxes/NYA/NYA201404250.shtml",38358,"Venue: Yankee Stadium III",2014,0,1,"Apr",25,"Yankees",4,"04/25/2014"
"24. Apr 26, NYY (14-10) beat LAA, 4-3","/boxes/NYA/NYA201404260.shtml",40908,"Venue: Yankee Stadium III",2014,1,0,"Apr",26,"Yankees",4,"04/26/2014"
"25. Apr 27, NYY (15-10) beat LAA, 3-2","/boxes/NYA/NYA201404270.shtml",40028,"Venue: Yankee Stadium III",2014,1,0,"Apr",27,"Yankees",4,"04/27/2014"
"26. Apr 29, NYY (15-11) lost to SEA, 3-6","/boxes/NYA/NYA201404290.shtml",37484,"Venue: Yankee Stadium III",2014,0,1,"Apr",29,"Yankees",4,"04/29/2014"
"27. May 1, NYY (15-12) lost to SEA, 2-4","/boxes/NYA/NYA201405010.shtml",43121,"Venue: Yankee Stadium III",2014,0,1,"May",1,"Yankees",5,"05/01/2014"
"28. May 2, NYY (15-13) lost to TBR, 5-10","/boxes/NYA/NYA201405020.shtml",33580,"Venue: Yankee Stadium III",2014,0,1,"May",2,"Yankees",5,"05/02/2014"
"29. May 3, NYY (16-13) beat TBR, 9-3","/boxes/NYA/NYA201405030.shtml",43325,"Venue: Yankee Stadium III",2014,1,0,"May",3,"Yankees",5,"05/03/2014"
"30. May 4, NYY (16-14) lost to TBR, 1-5","/boxes/NYA/NYA201405040.shtml",41122,"Venue: Yankee Stadium III",2014,0,1,"May",4,"Yankees",5,"05/04/2014"
"37. May 12, NYY (19-18) lost to NYM, 7-9","/boxes/NYA/NYA201405120.shtml",46517,"Venue: Yankee Stadium III",2014,0,1,"May",12,"Yankees",5,"05/12/2014"
"38. May 13, NYY (19-19) lost to NYM, 7-12","/boxes/NYA/NYA201405130.shtml",45958,"Venue: Yankee Stadium III",2014,0,1,"May",13,"Yankees",5,"05/13/2014"
"41. May 17, NYY (22-19) beat PIT, 7-1","/boxes/NYA/NYA201405170.shtml",47353,"Venue: Yankee Stadium III",2014,1,0,"May",17,"Yankees",5,"05/17/2014"
"43. May 18, NYY (23-20) lost to PIT, 3-5","/boxes/NYA/NYA201405182.shtml",46858,"Venue: Yankee Stadium III",2014,0,1,"May",18,"Yankees",5,"05/18/2014"
"53. May 30, NYY (28-25) lost to MIN, 1-6","/boxes/NYA/NYA201405300.shtml",42245,"Venue: Yankee Stadium III",2014,0,1,"May",30,"Yankees",5,"05/30/2014"
"54. May 31, NYY (29-25) beat MIN, 3-1","/boxes/NYA/NYA201405310.shtml",44346,"Venue: Yankee Stadium III",2014,1,0,"May",31,"Yankees",5,"05/31/2014"
"55. Jun 1, NYY (29-26) lost to MIN, 2-7","/boxes/NYA/NYA201406010.shtml",42449,"Venue: Yankee Stadium III",2014,0,1,"Jun",1,"Yankees",6,"06/01/2014"
"56. Jun 2, NYY (29-27) lost to SEA, 2-10","/boxes/NYA/NYA201406020.shtml",41539,"Venue: Yankee Stadium III",2014,0,1,"Jun",2,"Yankees",6,"06/02/2014"
"57. Jun 3, NYY (29-28) lost to OAK, 2-5","/boxes/NYA/NYA201406030.shtml",41677,"Venue: Yankee Stadium III",2014,0,1,"Jun",3,"Yankees",6,"06/03/2014"
"58. Jun 4, NYY (29-29) lost to OAK, 4-7","/boxes/NYA/NYA201406040.shtml",37734,"Venue: Yankee Stadium III",2014,0,1,"Jun",4,"Yankees",6,"06/04/2014"
"59. Jun 5, NYY (30-29) beat OAK, 2-1","/boxes/NYA/NYA201406050.shtml",44346,"Venue: Yankee Stadium III",2014,1,0,"Jun",5,"Yankees",6,"06/05/2014"
"69. Jun 17, NYY (36-33) beat TOR, 3-1","/boxes/NYA/NYA201406170.shtml",41834,"Venue: Yankee Stadium III",2014,1,0,"Jun",17,"Yankees",6,"06/17/2014"
"70. Jun 18, NYY (37-33) beat TOR, 7-3","/boxes/NYA/NYA201406180.shtml",41342,"Venue: Yankee Stadium III",2014,1,0,"Jun",18,"Yankees",6,"06/18/2014"
"71. Jun 19, NYY (38-33) beat TOR, 6-4","/boxes/NYA/NYA201406190.shtml",40169,"Venue: Yankee Stadium III",2014,1,0,"Jun",19,"Yankees",6,"06/19/2014"
"72. Jun 20, NYY (39-33) beat BAL, 5-3","/boxes/NYA/NYA201406200.shtml",46197,"Venue: Yankee Stadium III",2014,1,0,"Jun",20,"Yankees",6,"06/20/2014"
"73. Jun 21, NYY (39-34) lost to BAL, 1-6","/boxes/NYA/NYA201406210.shtml",47165,"Venue: Yankee Stadium III",2014,0,1,"Jun",21,"Yankees",6,"06/21/2014"
"74. Jun 22, NYY (39-35) lost to BAL, 0-8","/boxes/NYA/NYA201406220.shtml",47493,"Venue: Yankee Stadium III",2014,0,1,"Jun",22,"Yankees",6,"06/22/2014"
"78. Jun 27, NYY (41-37) beat BOS, 6-0","/boxes/NYA/NYA201406270.shtml",48522,"Venue: Yankee Stadium III",2014,1,0,"Jun",27,"Yankees",6,"06/27/2014"
"79. Jun 28, NYY (41-38) lost to BOS, 1-2","/boxes/NYA/NYA201406280.shtml",48433,"Venue: Yankee Stadium III",2014,0,1,"Jun",28,"Yankees",6,"06/28/2014"
"80. Jun 29, NYY (41-39) lost to BOS, 5-8","/boxes/NYA/NYA201406290.shtml",48124,"Venue: Yankee Stadium III",2014,0,1,"Jun",29,"Yankees",6,"06/29/2014"
"81. Jun 30, NYY (41-40) lost to TBR, 3-4","/boxes/NYA/NYA201406300.shtml",36052,"Venue: Yankee Stadium III",2014,0,1,"Jun",30,"Yankees",6,"06/30/2014"
"82. Jul 1, NYY (41-41) lost to TBR, 1-2","/boxes/NYA/NYA201407010.shtml",35866,"Venue: Yankee Stadium III",2014,0,1,"Jul",1,"Yankees",7,"07/01/2014"
"83. Jul 2, NYY (41-42) lost to TBR, 3-6","/boxes/NYA/NYA201407020.shtml",42343,"Venue: Yankee Stadium III",2014,0,1,"Jul",2,"Yankees",7,"07/02/2014"
"95. Jul 18, NYY (48-47) beat CIN, 4-3","/boxes/NYA/NYA201407180.shtml",47372,"Venue: Yankee Stadium III",2014,1,0,"Jul",18,"Yankees",7,"07/18/2014"
"96. Jul 19, NYY (49-47) beat CIN, 7-1","/boxes/NYA/NYA201407190.shtml",47606,"Venue: Yankee Stadium III",2014,1,0,"Jul",19,"Yankees",7,"07/19/2014"
"97. Jul 20, NYY (50-47) beat CIN, 3-2","/boxes/NYA/NYA201407200.shtml",43115,"Venue: Yankee Stadium III",2014,1,0,"Jul",20,"Yankees",7,"07/20/2014"
"98. Jul 21, NYY (50-48) lost to TEX, 2-4","/boxes/NYA/NYA201407210.shtml",45278,"Venue: Yankee Stadium III",2014,0,1,"Jul",21,"Yankees",7,"07/21/2014"
"99. Jul 22, NYY (51-48) beat TEX, 2-1","/boxes/NYA/NYA201407220.shtml",37669,"Venue: Yankee Stadium III",2014,1,0,"Jul",22,"Yankees",7,"07/22/2014"
"100. Jul 23, NYY (52-48) beat TEX, 2-1","/boxes/NYA/NYA201407230.shtml",37585,"Venue: Yankee Stadium III",2014,1,0,"Jul",23,"Yankees",7,"07/23/2014"
"101. Jul 24, NYY (53-48) beat TEX, 4-2","/boxes/NYA/NYA201407240.shtml",45105,"Venue: Yankee Stadium III",2014,1,0,"Jul",24,"Yankees",7,"07/24/2014"
"102. Jul 25, NYY (54-48) beat TOR, 6-4","/boxes/NYA/NYA201407250.shtml",44237,"Venue: Yankee Stadium III",2014,1,0,"Jul",25,"Yankees",7,"07/25/2014"
"103. Jul 26, NYY (54-49) lost to TOR, 4-6","/boxes/NYA/NYA201407260.shtml",46166,"Venue: Yankee Stadium III",2014,0,1,"Jul",26,"Yankees",7,"07/26/2014"
"104. Jul 27, NYY (54-50) lost to TOR, 4-5","/boxes/NYA/NYA201407270.shtml",45063,"Venue: Yankee Stadium III",2014,0,1,"Jul",27,"Yankees",7,"07/27/2014"
"111. Aug 4, NYY (58-53) beat DET, 2-1","/boxes/NYA/NYA201408040.shtml",41603,"Venue: Yankee Stadium III",2014,1,0,"Aug",4,"Yankees",8,"08/04/2014"
"112. Aug 5, NYY (58-54) lost to DET, 3-4","/boxes/NYA/NYA201408050.shtml",40078,"Venue: Yankee Stadium III",2014,0,1,"Aug",5,"Yankees",8,"08/05/2014"
"113. Aug 6, NYY (59-54) beat DET, 5-1","/boxes/NYA/NYA201408060.shtml",40067,"Venue: Yankee Stadium III",2014,1,0,"Aug",6,"Yankees",8,"08/06/2014"
"114. Aug 7, NYY (60-54) beat DET, 1-0","/boxes/NYA/NYA201408070.shtml",47013,"Venue: Yankee Stadium III",2014,1,0,"Aug",7,"Yankees",8,"08/07/2014"
"115. Aug 8, NYY (61-54) beat CLE, 10-6","/boxes/NYA/NYA201408080.shtml",43972,"Venue: Yankee Stadium III",2014,1,0,"Aug",8,"Yankees",8,"08/08/2014"
"116. Aug 9, NYY (61-55) lost to CLE, 0-3","/boxes/NYA/NYA201408090.shtml",47376,"Venue: Yankee Stadium III",2014,0,1,"Aug",9,"Yankees",8,"08/09/2014"
"117. Aug 10, NYY (61-56) lost to CLE, 1-4","/boxes/NYA/NYA201408100.shtml",46152,"Venue: Yankee Stadium III",2014,0,1,"Aug",10,"Yankees",8,"08/10/2014"
"123. Aug 19, NYY (63-60) lost to HOU, 4-7","/boxes/NYA/NYA201408190.shtml",40015,"Venue: Yankee Stadium III",2014,0,1,"Aug",19,"Yankees",8,"08/19/2014"
"124. Aug 20, NYY (63-61) lost to HOU, 2-5","/boxes/NYA/NYA201408200.shtml",42102,"Venue: Yankee Stadium III",2014,0,1,"Aug",20,"Yankees",8,"08/20/2014"
"125. Aug 21, NYY (64-61) beat HOU, 3-0","/boxes/NYA/NYA201408210.shtml",41767,"Venue: Yankee Stadium III",2014,1,0,"Aug",21,"Yankees",8,"08/21/2014"
"126. Aug 22, NYY (65-61) beat CHW, 4-3","/boxes/NYA/NYA201408220.shtml",43811,"Venue: Yankee Stadium III",2014,1,0,"Aug",22,"Yankees",8,"08/22/2014"
"127. Aug 23, NYY (66-61) beat CHW, 5-3","/boxes/NYA/NYA201408230.shtml",47594,"Venue: Yankee Stadium III",2014,1,0,"Aug",23,"Yankees",8,"08/23/2014"
"128. Aug 24, NYY (67-61) beat CHW, 7-4","/boxes/NYA/NYA201408240.shtml",43366,"Venue: Yankee Stadium III",2014,1,0,"Aug",24,"Yankees",8,"08/24/2014"
"136. Sep 2, NYY (70-66) lost to BOS, 4-9","/boxes/NYA/NYA201409020.shtml",40334,"Venue: Yankee Stadium III",2014,0,1,"Sep",2,"Yankees",9,"09/02/2014"
"137. Sep 3, NYY (71-66) beat BOS, 5-1","/boxes/NYA/NYA201409030.shtml",40007,"Venue: Yankee Stadium III",2014,1,0,"Sep",3,"Yankees",9,"09/03/2014"
"138. Sep 4, NYY (72-66) beat BOS, 5-4","/boxes/NYA/NYA201409040.shtml",44708,"Venue: Yankee Stadium III",2014,1,0,"Sep",4,"Yankees",9,"09/04/2014"
"139. Sep 5, NYY (72-67) lost to KCR, 0-1","/boxes/NYA/NYA201409050.shtml",36284,"Venue: Yankee Stadium III",2014,0,1,"Sep",5,"Yankees",9,"09/05/2014"
